Semester,Industror,Course,Section,Title,Course Count,Course Mean,Instr Count,Instr Mean,Response Percentage,Year
Fall,"Morrison, Paul",OM323,A3,Operations and Technology Management,37,4.3,37,4.73,95%,2018
Spring,"Guzelsu, Emre",OM323,A3,Operations and Technology Management,36,4.64,34,4.82,97%,2018
Fall,"Kim, Jay",OM323,A4,Operations and Technology Management,35,4.51,35,4.74,88%,2018
Spring,"Akkas, Arzum",OM323,A4,Operations and Technology Management,35,4.77,34,4.97,95%,2018
Fall,"Bellamy, Marcus",OM323,A5,Operations and Technology Management,35,4.29,35,4.31,88%,2018
Fall,"Dixon, J. Robb",OM323,B1,Operations and Technology Management,37,3.84,37,3.73,97%,2018
Spring,"Dixon, J. Robb",OM323,B1,Operations and Technology Management,34,3.88,34,3.91,97%,2018
Fall,"Kadets, Barry",OM323,B2,Operations and Technology Management,36,4.11,37,4.32,95%,2018
Spring,"Kim, Jay",OM323,B2,Operations and Technology Management,33,4.58,32,4.78,94%,2018
Fall,"Morrison, Paul",OM323,B3,Operations and Technology Management,37,4.43,37,4.86,97%,2018
Spring,"Akkas, Arzum",OM323,B3,Operations and Technology Management,34,4.53,35,4.57,94%,2018
Fall,"Kim, Jay",OM323,B4,Operations and Technology Management,35,4.66,35,4.77,95%,2018
Spring,"Akkas, Arzum",OM323,B4,Operations and Technology Management,30,4.63,30,4.73,86%,2018
Fall,"Bellamy, Marcus",OM323,B5,Operations and Technology Management,33,4.15,33,4.27,85%,2018
Fall,"Berry Jaeker, Jillian",OM440,A1,Operations Strategy,26,4.27,26,4.58,84%,2018
Spring,"Berry Jaeker, Jillian",OM440,A1,Operations Strategy,27,4.44,27,4.67,96%,2018
Spring,"Berry Jaeker, Jillian",OM440,B1,Operations Strategy,14,4.79,13,4.92,93%,2018
Spring,"Pandey, Rakesh",OM441,A1,Operations Analysis,31,4.48,32,4.66,91%,2018
Fall,"Pandey, Rakesh",OM441,B1,Operations Analysis,27,4.26,27,4.41,75%,2018
Spring,"Morrison, Paul",OM447,A1,Operations Management in Service Sector,14,4.5,14,4.71,100%,2018
Fall,"Lee, Yoo Taek",OM453,A1,Project Management,13,3.77,13,3.92,87%,2018
Fall,"Lee, Yoo Taek",OM465,A1,Improving Quality: Six Sigma Certification,11,4.55,10,4.4,100%,2018
Spring,"Lee, Yoo Taek",OM465,A1,Improving Quality: Six Sigma Certification,36,4.53,36,4.64,95%,2018
Spring,"Lee, Yoo Taek",OM467,A1,Global Supply Management,12,4.58,12,4.83,92%,2018
Fall,"Ericson, Keith",PL350,A1,The Psychology of Decision Making: Implications for Business and Public Policy,20,3.75,20,3.7,67%,2018
Spring,"Cohen, Alan",PL425,A1,Introduction to the Health Sector,22,4.77,22,4.77,81%,2018
Spring,"Cohen, Alan",PL430,A1,The U.S. Healthcare System in Transition,10,4.5,10,4.8,100%,2018
Fall,"Kean, Mark",QM221,A1,Probabilistic & Statistical Decision Making for Management,97,4.46,99,4.82,51%,2018
Spring,"Kean, Mark",QM221,A1,Probabilistic & Statistical Decision Making for Management,72,4.51,72,4.85,41%,2018
Summer,"Kean, Mark",QM221,A1,Probabilistic & Statistical Decision Making for Management,15,4.8,14,4.93,88%,2018
Fall,"Kean, Mark",QM221,A2,Probabilistic & Statistical Decision Making for Management,91,4.51,91,4.78,50%,2018
Spring,"Kean, Mark",QM221,A2,Probabilistic & Statistical Decision Making for Management,115,4.51,115,4.85,51%,2018
Summer,"Kean, Mark",QM221,A2,Probabilistic & Statistical Decision Making for Management,11,4.91,11,5,92%,2018
Fall,"Kean, Mark",QM221,B1,Probabilistic & Statistical Decision Making for Management,30,4.57,30,4.93,59%,2018
Spring,"Kean, Mark",QM221,B1,Probabilistic & Statistical Decision Making for Management,26,4.81,26,4.96,62%,2018
Summer,"Parker, Kenneth",QM221,B1,Probabilistic & Statistical Decision Making for Management,16,4.63,16,4.5,89%,2018
Fall,"Kadets, Barry",QM221,B2,Probabilistic & Statistical Decision Making for Management,23,4.17,23,4.3,85%,2018
Spring,"Parker, Kenneth",QM221,B2,Probabilistic & Statistical Decision Making for Management,7,4.29,7,4,88%,2018
Fall,"Kean, Mark",QM221,B3,Probabilistic & Statistical Decision Making for Management,31,4.55,31,5,78%,2018
Spring,"Kean, Mark",QM221,B3,Probabilistic & Statistical Decision Making for Management,39,4.54,39,4.85,78%,2018
Fall,"Kadets, Barry",QM221,B4,Probabilistic & Statistical Decision Making for Management,34,4.09,34,4.41,72%,2018
Spring,"Parker, Kenneth",QM221,B4,Probabilistic & Statistical Decision Making for Management,27,4.33,27,4.52,77%,2018
Fall,"Kean, Mark",QM221,B5,Probabilistic & Statistical Decision Making for Management,36,4.69,36,4.94,64%,2018
Spring,"Kean, Mark",QM221,B5,Probabilistic & Statistical Decision Making for Management,45,4.53,44,4.86,83%,2018
Fall,"Kadets, Barry",QM221,B6,Probabilistic & Statistical Decision Making for Management,11,4.09,11,4.73,69%,2018
Spring,"Kean, Mark",QM221,B6,Probabilistic & Statistical Decision Making for Management,38,4.74,38,4.92,70%,2018
Fall,"Parker, Kenneth",QM221,B7,Probabilistic & Statistical Decision Making for Management,37,4.46,36,4.58,80%,2018
Spring,"Parker, Kenneth",QM221,B7,Probabilistic & Statistical Decision Making for Management,47,4.57,48,4.79,90%,2018
Fall,"Parker, Kenneth",QM221,B8,Probabilistic & Statistical Decision Making for Management,37,4.59,38,4.5,80%,2018
Spring,"Hanna, Michael",QM221,B8,Probabilistic & Statistical Decision Making for Management,18,3.61,18,3.83,44%,2018
Fall,"Kean, Mark",QM221,B9,Probabilistic & Statistical Decision Making for Management,37,4.73,36,4.97,82%,2018
Spring,"Parker, Kenneth",QM221,C1,Probabilistic & Statistical Decision Making for Management,46,4.67,47,4.85,90%,2018
Spring,"Parker, Kenneth",QM221,C2,Probabilistic & Statistical Decision Making for Management,11,4.64,10,4.7,85%,2018
Fall,"Metcalfe, Robert",QM222,A1,Modeling Business Decisions & Market Outcomes,28,4.82,28,4.82,90%,2018
Spring,"Hanser, Philip",QM222,A1,Modeling Business Decisions & Market Outcomes,8,2.75,8,2.75,57%,2018
Summer,"Osher, Keith",QM222,A1,Modeling Business Decisions & Market Outcomes,13,4.69,13,4.62,87%,2018
Summer,"Osher, Keith",QM222,A2,Modeling Business Decisions & Market Outcomes,22,4.5,22,4.55,92%,2018
Fall,"Metcalfe, Robert",QM222,B1,Modeling Business Decisions & Market Outcomes,40,4.7,40,4.78,87%,2018
Spring,"Steinbuch, Pearl",QM222,B1,Modeling Business Decisions & Market Outcomes,39,4.05,40,4.05,89%,2018
Fall,"Metcalfe, Robert",QM222,C1,Modeling Business Decisions & Market Outcomes,30,4.9,30,5,97%,2018
Spring,"Gross, Tal",QM222,C1,Modeling Business Decisions & Market Outcomes,18,4.33,18,4.22,90%,2018
Fall,"McCabe, Mark",QM222,D1,Modeling Business Decisions & Market Outcomes,18,4.39,18,4.33,95%,2018
Spring,"Cortes, Patricia",QM222,D1,Modeling Business Decisions & Market Outcomes,37,4.46,37,4.62,93%,2018
Fall,"McCabe, Mark",QM222,E1,Modeling Business Decisions & Market Outcomes,30,4.2,29,4.14,77%,2018
Spring,"Karpovsky, Anna",QM222,E1,Modeling Business Decisions & Market Outcomes,36,4.06,36,4.39,86%,2018
Fall,"Karpovsky, Anna",QM222,F1,Modeling Business Decisions & Market Outcomes,37,4.3,37,4.51,70%,2018
Spring,"Gross, Tal",QM222,F1,Modeling Business Decisions & Market Outcomes,11,4.18,11,4,55%,2018
Fall,"Steinbuch, Pearl",QM222,G1,Modeling Business Decisions & Market Outcomes,29,4.31,29,4.41,97%,2018
Spring,"Cortes, Patricia",QM222,G1,Modeling Business Decisions & Market Outcomes,34,4.35,34,4.41,87%,2018
Fall,"Gross, Tal",QM222,H1,Modeling Business Decisions & Market Outcomes,48,4.21,49,4.12,87%,2018
Spring,"Steinbuch, Pearl",QM222,H1,Modeling Business Decisions & Market Outcomes,34,4.15,34,4.24,92%,2018
Spring,"Cortes, Patricia",QM222,I1,Modeling Business Decisions & Market Outcomes,31,4.13,31,4.42,91%,2018
Spring,"Steinbuch, Pearl",QM222,J1,Modeling Business Decisions & Market Outcomes,32,4.25,31,4.13,91%,2018
Fall,"Pandey, Rakesh",QM323,A1,Analytics,37,3.76,37,3.78,95%,2018
Spring,"Pandey, Rakesh",QM323,A1,Analytics,35,4,35,4.23,95%,2018
Fall,"Karpovsky, Anna",QM323,A2,Analytics,39,3.92,39,4.31,98%,2018
Spring,"Osher, Keith",QM323,A2,Analytics,37,3.19,37,3.03,100%,2018
Fall,"Parker, Kenneth",QM323,A3,Analytics,36,2.69,36,2.17,92%,2018
Spring,"Karpovsky, Anna",QM323,A3,Analytics,35,4.17,36,4.53,95%,2018
Fall,"Osher, Keith",QM323,A4,Analytics,40,3.55,40,3.5,100%,2018
Spring,"MacGarvie, Megan",QM323,A4,Analytics,33,3.21,33,2.88,89%,2018
Fall,"Steinbuch, Pearl",QM323,A5,Analytics,37,4.05,37,3.59,93%,2018
Fall,"Pandey, Rakesh",QM323,B1,Analytics,38,4.37,38,4.58,100%,2018
Spring,"Pandey, Rakesh",QM323,B1,Analytics,35,4.34,35,4.37,100%,2018
Fall,"Karpovsky, Anna",QM323,B2,Analytics,38,4.03,38,4.61,100%,2018
Spring,"Osher, Keith",QM323,B2,Analytics,34,3.91,34,3.65,97%,2018
Fall,"MacGarvie, Megan",QM323,B3,Analytics,38,4.08,38,4.24,100%,2018
Spring,"Karpovsky, Anna",QM323,B3,Analytics,33,4.15,32,4.5,92%,2018
Fall,"Osher, Keith",QM323,B4,Analytics,37,3.89,37,4.05,100%,2018
Spring,"MacGarvie, Megan",QM323,B4,Analytics,33,3.73,32,4.22,94%,2018
Fall,"Steinbuch, Pearl",QM323,B5,Analytics,37,4.08,37,4.22,95%,2018
Fall,"Furman, Jeffrey",SI422,A1,"Strategy, Innovation, and Global Competition",32,4.75,32,4.97,89%,2018
Spring,"Cosway, Paul",SI422,A1,"Strategy, Innovation, and Global Competition",27,4.37,26,4.54,82%,2018
Summer,"Cosway, Paul",SI422,A1,"Strategy, Innovation, and Global Competition",37,4.32,36,4.69,95%,2018
Summer,"Wang, Sophie Ying",SI422,A2,"Strategy, Innovation, and Global Competition",21,4.1,20,4.4,100%,2018
Fall,"Furman, Jeffrey",SI422,B1,"Strategy, Innovation, and Global Competition",28,4.89,28,5,90%,2018
Spring,"Leibel, Esther",SI422,B1,"Strategy, Innovation, and Global Competition",16,3.94,16,4.25,94%,2018
Spring,"Walter, Lynn",SI422,C1,"Strategy, Innovation, and Global Competition",28,3.96,28,3.96,82%,2018
Fall,"Kirks, John",SI422,D1,"Strategy, Innovation, and Global Competition",37,4.51,37,4.89,100%,2018
Spring,"Cosway, Paul",SI422,D1,"Strategy, Innovation, and Global Competition",34,3.88,35,4.14,74%,2018
Fall,"Fazio, Catherine",SI422,E1,"Strategy, Innovation, and Global Competition",26,4.5,26,4.88,74%,2018
Spring,"Walter, Lynn",SI422,E1,"Strategy, Innovation, and Global Competition",41,4.15,42,4.1,91%,2018
Fall,"Kirks, John",SI422,F1,"Strategy, Innovation, and Global Competition",35,4.54,35,4.86,80%,2018
Spring,"Leibel, Esther",SI422,F1,"Strategy, Innovation, and Global Competition",33,3.91,32,4.31,85%,2018
Fall,"Cosway, Paul",SI422,G1,"Strategy, Innovation, and Global Competition",31,4.23,31,4.48,66%,2018
Spring,"Cosway, Paul",SI422,G1,"Strategy, Innovation, and Global Competition",39,3.74,39,4.33,85%,2018
Fall,"Cosway, Paul",SI422,H1,"Strategy, Innovation, and Global Competition",31,4.48,31,4.55,63%,2018
Spring,"Kirks, John",SI422,H1,"Strategy, Innovation, and Global Competition",41,4.68,41,4.9,98%,2018
Fall,"Fazio, Catherine",SI422,I1,"Strategy, Innovation, and Global Competition",30,4.6,30,5,91%,2018
Spring,"Kirks, John",SI422,I1,"Strategy, Innovation, and Global Competition",37,4.81,37,4.95,90%,2018
Fall,"Cosway, Paul",SI422,J1,"Strategy, Innovation, and Global Competition",32,3.84,32,4.44,73%,2018
Spring,"Walter, Lynn",SI422,J1,"Strategy, Innovation, and Global Competition",30,3.9,30,4.13,91%,2018
Fall,"Walter, Lynn",SI422,K1,"Strategy, Innovation, and Global Competition",16,4.06,16,4.56,94%,2018
Spring,"Goldstein, Anna",SI430,A1,Multidisciplinary Sustainable Energy Practicum,14,3.64,14,4.21,100%,2018
Fall,"Nisenholtz, Martin",SI431,A1,Media Disruption,2,5,2,5,100%,2018
Spring,"Nisenholtz, Martin",SI431,A1,Media Disruption,1,5,1,5,100%,2018
Fall,"Kirks, John",SI432,A1,Corporate Strategy: Formulation and Implementation,25,4.8,26,4.96,93%,2018
Spring,"Kirks, John",SI432,A1,Corporate Strategy: Formulation and Implementation,34,4.85,34,4.97,94%,2018
Fall,"Marton, Peter",SI444,A1,Entrepreneurship: Solving Problems in a Dynamic World,14,4.64,14,4.79,88%,2018
Spring,"Marton, Peter",SI444,A1,Entrepreneurship: Solving Problems in a Dynamic World,24,4.17,25,4.32,80%,2018
Fall,"Stoller, Gregory",SI445,A1,Managing a Growing Enterprise,6,5,5,5,100%,2018
Spring,"Marx, Matt",SI445,A1,Managing a Growing Enterprise,15,4.93,16,5,83%,2018
Fall,"Grodal, Stine",SI451,A1,Organizing for Design and Innovation,27,4,27,4.3,90%,2018
Spring,"Tinger, Mariah",SI453,A1,Strategies for Environmental Sustainability,38,3.61,37,3.73,90%,2018
Spring,"Hobbs, Darby",SI456,A1,Social Entrepreneurship and Sustainable Impact,10,3.8,10,4.2,77%,2018
Spring,"Munsell, Keith",SI469,A1,Real Estate Development,30,4.73,30,4.9,83%,2018
Spring,"LiPuma, Joseph",SI471,A1,International Entrepreneurship,10,4.7,10,4.9,77%,2018
Spring,"Stoller, Gregory",SI475,A1,Global Management Experience,15,4.87,15,4.87,94%,2018
Fall,"Weiss, Joshua",SI480,A1,The Business of Technology Innovation,27,4.93,26,5,87%,2018
Spring,"Weiss, Joshua",SI480,A1,The Business of Technology Innovation,26,4.73,26,4.73,81%,2018
Fall,"Uttam, Bahar",SI480,B1,The Business of Technology Innovation,28,4.5,28,4.54,85%,2018
Spring,"Werth, Ted",SI480,B1,The Business of Technology Innovation,17,4.71,17,4.82,89%,2018
Fall,"Werth, Ted",SI480,C1,The Business of Technology Innovation,27,4.63,26,4.81,90%,2018
Spring,"Uttam, Bahar",SI480,C1,The Business of Technology Innovation,22,4.59,22,4.64,100%,2018
Fall,"Marton, Peter",SI482,A1,Strategy for Technology-Based Firms,37,4.51,37,5,100%,2018
Spring,"Horwitz, Barry",SI482,A1,Strategy for Technology-Based Firms,37,3.78,38,4.08,80%,2018
Fall,"Horwitz, Barry",SI482,B1,Strategy for Technology-Based Firms,17,4.12,17,4.24,85%,2018
Spring,"Marton, Peter",SI482,B1,Strategy for Technology-Based Firms,32,4.47,32,4.81,64%,2018
Fall,"Morrison, Paul",SM101,A1,Introduction to Business (for non-majors),19,4.63,19,4.74,100%,2018
Summer,"Allen, Jeffrey",SM101,A1,Introduction to Business (for non-majors),10,4.6,10,4.8,100%,2018
Summer,"Allen, Jeffrey",SM101,B1,Introduction to Business (for non-majors),23,4.48,23,4.61,100%,2018
Summer,"Reis, Matthew",SM101,OL,Introduction to Business (for non-majors),12,4.25,11,4.73,63%,2018
Summer,"Asadoorian, Ann Marie",SM104,A1,Introduction to Finance (for non-majors),7,4.57,7,4.71,100%,2018
Summer,"Crowley, Mark",SM104,B1,Introduction to Finance (for non-majors),10,4.3,10,4.5,71%,2018
Summer,"Nichols, Rebecca",SM131,A1,"Business, Society and Ethics",28,4.32,28,4.57,88%,2018
Summer,"Nichols, Rebecca",SM131,A2,"Business, Society and Ethics",28,4.46,28,4.68,70%,2018
Fall,"Stolow, David",SM131,C2,"Business, Society and Ethics",36,4.5,36,4.86,95%,2018
Fall,"Anastasi, Tom",SM131,C3,"Business, Society and Ethics",33,4.09,33,4.03,83%,2018
Fall,"Nichols, Rebecca",SM131,C4,"Business, Society and Ethics",32,4.5,32,4.91,94%,2018
Fall,"Newell, Cornelia",SM131,D2,"Business, Society and Ethics",37,4.05,37,4.73,100%,2018
Fall,"Anastasi, Tom",SM131,D3,"Business, Society and Ethics",32,3.81,33,4.27,84%,2018
Fall,"Nichols, Rebecca",SM131,D4,"Business, Society and Ethics",36,4.56,36,4.72,97%,2018
Fall,"Nichols, Rebecca",SM131,E2,"Business, Society and Ethics",35,4.29,35,4.71,97%,2018
Fall,"Meier, Carol",SM131,E3,"Business, Society and Ethics",30,3.83,30,4.43,91%,2018
Fall,"Fazendeiro, Fatema",SM131,E4,"Business, Society and Ethics",32,4.69,32,4.97,97%,2018
Fall,"Fazendeiro, Fatema",SM131,F2,"Business, Society and Ethics",31,4.58,31,4.9,94%,2018
Fall,"Watts, Stephanie",SM131,F3,"Business, Society and Ethics",32,4.25,32,4.5,97%,2018
Fall,"Dixon, J. Robb",SM131,G2,"Business, Society and Ethics",33,3.76,33,4.06,92%,2018
Spring,"Dixon, J. Robb",SM131,G2,"Business, Society and Ethics",34,4.35,34,4.38,87%,2018
Fall,"Reis, Matthew",SM131,G3,"Business, Society and Ethics",18,4.11,18,4.72,60%,2018
Spring,"Grossman, Jeffrey",SM131,G3,"Business, Society and Ethics",30,4.2,30,4.63,81%,2018
Fall,"Grossman, Jeffrey",SM131,H2,"Business, Society and Ethics",38,4.13,38,4.37,97%,2018
Spring,"Nichols, Rebecca",SM131,H2,"Business, Society and Ethics",34,4.56,34,4.82,92%,2018
Fall,"Stolow, David",SM131,I2,"Business, Society and Ethics",33,4.48,33,4.55,85%,2018
Spring,"Nichols, Rebecca",SM131,I2,"Business, Society and Ethics",36,4.53,36,4.94,88%,2018
Fall,"Reis, Matthew",SM131,I3,"Business, Society and Ethics",34,4.44,33,4.73,85%,2018
Spring,"Grossman, Jeffrey",SM131,I3,"Business, Society and Ethics",34,4.09,34,4.35,85%,2018
Fall,"McGinnis, Phyllis",SM131,J2,"Business, Society and Ethics",30,4.1,30,4.77,88%,2018
Spring,"Anastasi, Tom",SM131,J2,"Business, Society and Ethics",22,4.32,23,4.52,63%,2018
Spring,"Reis, Matthew",SM131,J3,"Business, Society and Ethics",32,4.53,32,4.91,80%,2018
Fall,"Veidenheimer, Lorri",SM131,K2,"Business, Society and Ethics",33,4.15,33,3.97,85%,2018
Spring,"Nichols, Rebecca",SM131,K2,"Business, Society and Ethics",30,4.47,29,4.93,81%,2018
Spring,"Fazendeiro, Fatema",SM131,K3,"Business, Society and Ethics",38,4.5,38,4.92,95%,2018
Fall,"McGinnis, Phyllis",SM131,L2,"Business, Society and Ethics",8,4.25,8,4.38,31%,2018
Spring,"McGinnis, Phyllis",SM131,L2,"Business, Society and Ethics",32,4.31,33,4.7,76%,2018
Fall,"Watts, Stephanie",SM131,L3,"Business, Society and Ethics",23,4.26,22,4.59,92%,2018
Spring,"McGinnis, Phyllis",SM131,M2,"Business, Society and Ethics",33,4.42,32,4.81,92%,2018
Fall,"Spooner, Rachel",SM233,A1,Honors Program Sophomore Colloquium,24,4.58,24,4.75,92%,2018
Spring,"Reis, Matthew",SM408,A1,Launch Your Career,30,3.63,30,4.67,75%,2018
Spring,"Reis, Matthew",SM408,A2,Launch Your Career,12,4,12,4.92,41%,2018
Spring,"Sullivan, Elaine",SM408,B1,Launch Your Career,28,3.46,29,4.48,72%,2018
Spring,"Sullivan, Elaine",SM408,B2,Launch Your Career,15,4.07,15,4.87,88%,2018
Spring,"Sullivan, Elaine",SM408,D1,Launch Your Career,34,3.32,33,4.55,83%,2018
Spring,"Sullivan, Elaine",SM408,D2,Launch Your Career,17,3.94,17,4.47,89%,2018
Spring,"Spooner, Rachel",SM450,A1,Management Honors Seminar: International Field Seminar,24,4.63,24,4.96,96%,2018
Fall,"Furman, Jeffrey",SM453,A1,Management Honors Seminar,3,5,3,5,38%,2018
Spring,"Kim, Jay",SM454,A1,Management Honors Seminar,6,3.5,6,4,100%,2018
Fall,"Ericson, Keith",SM455,A1,Management Honors Seminar,12,3.75,12,4.25,80%,2018
Spring,"Randall, David",SM456,A1,Management Honors Seminar,20,4.9,20,4.95,91%,2018
Fall,"Wilson, Raymond",AC221,A1,Financial Accounting,43,4.58,43,4.67,91%,2019
Spring,"Packard, Matthew",AC221,A1,Financial Accounting,38,4.42,37,4.65,81%,2019
Summer,"Hagigi, Moshe",AC221,A1,Financial Accounting,42,4.1,43,4.16,86%,2019
Fall,"Schino, Rosalba",AC221,B1,Financial Accounting,30,4.17,30,4.47,88%,2019
Spring,"Schino, Rosalba",AC221,B1,Financial Accounting,32,4.25,31,4.35,80%,2019
Summer,"Dugan, Katherine",AC221,B1,Financial Accounting,20,4.25,20,4.35,91%,2019
Fall,"Packard, Matthew",AC221,C1,Financial Accounting,24,4.08,25,4.4,77%,2019
Spring,"Packard, Matthew",AC221,C1,Financial Accounting,30,4.3,30,4.47,70%,2019
Fall,"Wilson, Raymond",AC221,D1,Financial Accounting,45,4.73,45,4.82,92%,2019
Spring,"Schino, Rosalba",AC221,D1,Financial Accounting,34,4.18,34,4.24,87%,2019
Fall,"Packard, Matthew",AC221,E1,Financial Accounting,33,4.24,34,4.41,79%,2019
Spring,"Anderson, Joshua",AC221,E1,Financial Accounting,30,2.77,30,2.57,86%,2019
Fall,"Hagigi, Moshe",AC221,F1,Financial Accounting,33,4.33,33,4.18,94%,2019
Spring,"Schino, Rosalba",AC221,F1,Financial Accounting,30,4.33,30,4.6,79%,2019
Fall,"Packard, Matthew",AC221,G1,Financial Accounting,30,4.4,29,4.66,68%,2019
Spring,"Anderson, Joshua",AC221,G1,Financial Accounting,34,3.29,33,3.06,76%,2019
Fall,"Schino, Rosalba",AC221,H1,Financial Accounting,22,4.45,22,4.55,88%,2019
Spring,"Anderson, Joshua",AC221,H1,Financial Accounting,25,3.12,25,2.88,93%,2019
Fall,"Hagigi, Moshe",AC221,I1,Financial Accounting,31,4.1,31,4.35,91%,2019
Spring,"Hagigi, Moshe",AC221,I1,Financial Accounting,29,4.38,30,4.4,76%,2019
Fall,"Schino, Rosalba",AC221,J1,Financial Accounting,19,4.05,19,4.11,73%,2019
Spring,"Hagigi, Moshe",AC221,J1,Financial Accounting,38,4.34,38,4.34,86%,2019
Spring,"Song, Xiaotong",AC221,K1,Financial Accounting,21,4.52,22,4.73,88%,2019
Fall,"Sabin, Gregory",AC222,A1,Managerial Accounting,30,4.53,30,4.6,81%,2019
Spring,"Sabin, Gregory",AC222,A1,Managerial Accounting,44,4.48,44,4.64,81%,2019
Summer,"Asadoorian, Ann Marie",AC222,A1,Managerial Accounting,15,4.33,15,4.93,68%,2019
Summer,"Sabin, Gregory",AC222,A2,Managerial Accounting,42,4.74,42,4.86,88%,2019
Fall,"Sabin, Gregory",AC222,B1,Managerial Accounting,39,4.51,39,4.62,89%,2019
Spring,"Andrade, Donald",AC222,B1,Managerial Accounting,28,4.07,28,4.29,80%,2019
Summer,"Asadoorian, Ann Marie",AC222,B1,Managerial Accounting,16,4.75,16,4.94,89%,2019
Fall,"Asadoorian, Ann Marie",AC222,C1,Managerial Accounting,39,4.28,39,4.79,80%,2019
Spring,"Sabin, Gregory",AC222,C1,Managerial Accounting,45,4.13,44,4.07,85%,2019
Fall,"Asadoorian, Ann Marie",AC222,D1,Managerial Accounting,36,4.22,36,4.64,84%,2019
Spring,"Andrade, Donald",AC222,D1,Managerial Accounting,34,4.38,34,4.59,92%,2019
